Part,Positives,Negatives,Effects
Part_SG_Torgue_Barrel_02_C,Dmg +10%,,
Part_SG_Torgue_Barrel_03_A,Proj Speed +30%,,
Part_SG_Torgue_Barrel_03_B,Proj Speed +30%,,
Part_SG_Torgue_Barrel_03_C,Acc -7.5%,,
Part_SG_Torgue_Barrel_Balrog,"Splash Dmg Radius +275, Dmg +40%",,
Part_SG_Torgue_Barrel_Brewha,"Splash Dmg Radius +300, Dmg +180%, Mag Size +8",,
Part_SG_Torgue_Barrel_ETech,Mag Size +5,,
Part_SG_Torgue_Barrel_ETech_A,"Splash Dmg Radius +20%, Reload Time -10%",,
Part_SG_Torgue_Barrel_ETech_TheLob,Dmg -80%,,
Part_SG_Torgue_Barrel_Flakker,"Splash Dmg Radius +175, Dmg +200%",Acc +100%,
Part_SG_Torgue_Barrel_Redline,Recoil Height -50%,Acc +65%,
Part_SG_Torgue_Barrel_Thumper,Mag Size +4,Acc +200%,
Part_SG_Torgue_TiggsBoom,Splash Dmg Radius +50,"Dmg -25%, Acc +75%",
Part_SG_Torgue_Body,DO NOT REMOVE,,
Part_SG_Torgue_Body_A,Proj per Shot +35%,"Acc Bloom +15%, Acc +10%, Dmg -5%",
Part_SG_Torgue_Body_B,Dmg +10%,,
Part_SG_Torgue_Foregrip_01,"Recoil Height -30%, Fire Rate +5%",,
Part_SG_Torgue_Foregrip_02,Mag Size +10%,"Acc +10%, Dmg -0.3%",
Part_SG_Torgue_Foregrip_03,"Splash Dmg Radius +20%, Acc -5%",,
Part_SG_Torgue_Grip_01,Weapon Sway -30%,"Dmg -30%, Acc +10%, Acc Bloom +25%",
Part_SG_Torgue_Grip_02,Splash Dmg Radius +20%,,
Part_SG_Torgue_Grip_03,"Acc -10%, Dmg +5%",,
Part_SG_Torgue_Magazine_01,"3 Round, Proj per Shot +0%, Proj per Shot +1, Dmg +10%",,
Part_SG_Torgue_Magazine_02,"4 Round, Proj per Shot +0%, Acc -50%, Splash Dmg Radius +300, Proj per Shot +1, Dmg +620%",,
Part_SG_Torgue_Magazine_03,"5 Round, Proj per Shot +1, Proj per Shot +0%",Dmg -10%,
Part_SG_Torgue_Magazine_04,"2 Round, Proj per Shot +1, Proj per Shot +0%",Dmg +20%,
Part_SG_Torgue_Magazine_Flak,Proj per Shot +3,,
Part_SG_Torgue_Magazine_Redline,"Proj per Shot +1, Proj per Shot +0%",,
Part_SG_Torgue_Material_01_Common,Skin,,
Part_SG_Torgue_Material_02_UnCommon,Skin,,
Part_SG_Torgue_Material_03_Rare,Skin,,
Part_SG_Torgue_Material_04_VeryRare,Skin,,
Part_SG_Torgue_Material_Balrog,Skin,,
Part_SG_Torgue_Material_Brewha,Skin,,
Part_SG_Torgue_Material_Flakker,Skin,,
Part_SG_Torgue_Material_Redline,Skin,,
Part_SG_Torgue_Material_Thumper,Skin,,
Part_SG_TOR_Material_Boring,Skin,,
Part_SG_TOR_Material_TheLob,Skin,,
Part_SG_Torgue_Material_TiggsBoom,Skin,,
Part_SG_Torgue_Scope_02,2.6x,,
Part_SG_Torgue_Scope_03,1.5x,,
Part_AR_ATL_Barrel_01_A,Mag Size +10%,,
Part_AR_ATL_Barrel_01_B,Fire Rate +10%,,
Part_AR_ATL_Barrel_01_C,Fire Rate +10%,,
Part_AR_ATL_Barrel_02_A,Fire Rate +10%,,
Part_AR_ATL_Barrel_02_B,"Reload Time -10%, Dmg +10%",,
Part_AR_ATL_Barrel_02_C,Dmg +10%,,
Part_AR_ATL_Barrel_03_A,"Weapon Sway -20%, Acc Bloom -25%",,
Part_AR_ATL_Barrel_03_B,Acc +15%,,
Part_AR_ATL_Barrel_03_C,Acc +15%,,
Part_AR_ATL_Barrel_Carrier,Acc Bloom -15%,Dmg -50%,
Part_AR_ATL_Barrel_RebelYell,Recoil height -25%,Dmg -30%,
Part_AR_ATL_Foregrip_01,"Acc -10%, Dmg +5%",,
Part_AR_ATL_Foregrip_02,"Weapon Sway -30%, Fire Rate +5%",,
Part_AR_ATL_Foregrip_03,"Reload Time -5%, Acc Bloom -30%",,
Part_AR_ATL_Foregrip_04,Crit Dmg +10%,,
Part_AR_ATL_Grip_01,"Acc Bloom -20%, Fire Rate +5%",,
Part_AR_ATL_Grip_02,"Reload Time -5%, Acc -20%",,
Part_AR_ATL_Grip_03,"Crit Dmg +10%, Dmg Size +10%","Dmg -5%, Acc +10%",
Part_AR_ATL_Grip_04,"Recoil height -15%, Dmg +5%",,
Part_AR_ATL_Mag_01,"22 Round, Dmg +10%",,
Part_AR_ATL_Mag_02,28 Round,,
Part_AR_ATL_Mag_03,34 Round,Dmg -10%,
Part_AR_ATL_Material_01_Common,Skin,,
Part_AR_ATL_Material_02_UnCommon,Skin,,
Part_AR_ATL_Material_03_Rare,Skin,,
Part_AR_ATL_Material_04_VeryRare,Skin,,
Part_AR_ATL_Material_Carrier,Skin,,
Part_AR_ATL_Material_Portals,Skin,,
Part_AR_ATL_Material_RebelYell,Skin,,
Part_AR_ATL_Scope_01,1.5x,,
Part_AR_ATL_Tracker_01,Stick Puck,,
Part_AR_ATL_Tracker_02,Recoil Heught -25%,,
Part_AR_ATL_Tracker_03,Weapon Sway -20%,,
Part_AR_ATL_Tracker_RebelYell,Weapon Sway -20%,,
Part_ATL_AR_Body_A,Dmg +10%,,
Part_ATL_AR_Body_B,Fire Rate +10%,,
Part_ATL_AR_Body_C,"Reload Time -10%, Acc -15%",,
Part_AR_COV_Barrel_01_A,Fire Rate +10%,,
Part_AR_COV_Barrel_01_B,Heat per Shot -25%,,
Part_AR_COV_Barrel_01_C,Dmg +10%,,
Part_AR_COV_Barrel_02_A,Acc -15%,,
Part_AR_COV_Barrel_02_B,"Recoil Height -25%, Melee Dmg +80%",,
Part_AR_COV_Barrel_02_C,Fire Rate +10%,,
Part_AR_COV_Barrel_02_D,Fire Rate +10%,,
Part_AR_COV_Barrel_03_A,Dmg +10%,,
Part_AR_COV_Barrel_03_B,Dmg +10%,,
Part_AR_COV_Barrel_03_C,Acc Bloom -25%,,
Part_AR_COV_Barrel_ETech,Heat per Shot +100%,,
Part_AR_COV_Barrel_ETech_A,Heat per Shot -25%,,
Part_AR_COV_Barrel_Zheitsev,Dmg +15%,,
Part_AR_COV_Barrel_Zheitsev_A,Heat per Shot -25%,,
Part_AR_COV_Barrel_Zheitsev_B,Dmg +10%,,
Part_AR_COV_Body,DO NOT REMOVE,,
Part_AR_COV_Body_A,Heat per Shot -25%,"Dmg -5%, Acc +10%",
Part_AR_COV_Body_B,Heat per Shot -25%,"Dmg -5%, Acc +10%",
Part_AR_COV_Body_C,Dmg +10%,,
Part_AR_COV_Foregrip_01,"Weapon Sway -30%, Dmg +5%",,
Part_AR_COV_Foregrip_02,"Weapon Sway -30%, Recoil Height -30%",,
Part_AR_COV_Foregrip_03,"Proj per Shot +1, Recoil Width -15%","Acc +10%, Heat per Shot +40%, Acc Bloom +20%, Dmg -20%",
Part_AR_COV_Foregrip_04,"Recoil Height -30%, Fire Rate +5%",,
Part_AR_COV_Grip_01,"Weapon Sway -30%, Fire Rate +5%",,
Part_AR_COV_Grip_02,"Recoil Height -15%, Dmg +5%",,
Part_AR_COV_Grip_03,"Heat per Shot -15%, Acc Bloom -20%",,
Part_AR_COV_Grip_04,"Recoil Width -30%, Proj per Shot +1","Acc +10%, Dmg -20%, Acc Bloom +20%",
Part_AR_COV_Material_01_Common,Skin,,
Part_AR_COV_Material_02_UnCommon,Skin,,
Part_AR_COV_Material_04_VeryRare,Skin,,
Part_AR_COV_Material_KriegAR,Skin,,
Part_AR_COV_Material_Sawbar,Skin,,
Part_AR_COV_Material_Zheitsev,Skin,,
Part_AR_COV_Bottle,Bottle Scope,,
Part_AR_COV_Scope_01,3.3x,,
Part_AR_COV_Starter_01,Heat per Shot -25%,"Dmg -5%, Acc +10%",
Part_AR_COV_Starter_02,Fire Rate +10%,,
Part_AR_COV_Starter_03,Dmg +10%,,
Part_DAL_AR_Barrel_01_A,Recoil height -25%,,
Part_DAL_AR_Barrel_01_B,Dmg +10%,,
Part_DAL_AR_Barrel_01_C,Dmg +10%,,
Part_DAL_AR_Barrel_02_A,Acc -15%,,
Part_DAL_AR_Barrel_02_B,Acc -15%,,
Part_DAL_AR_Barrel_02_C,Fire Rate +10%,,
Part_DAL_AR_Barrel_03_A,Fire Rate +10%,,
Part_DAL_AR_Barrel_03_B,Fire Rate +10%,,
Part_DAL_AR_Barrel_03_C,Acc Bloom -25%,,
Part_DAL_AR_Barrel_Barrage,"Mag Size +10, Crit Dmg +15%, Recoil Width -75%, Acc Bloom -50%",,
Part_DAL_AR_Barrel_ETech,Mag Size +20%,,
Part_DAL_AR_Barrel_ETech_A,Reload Time -10%,,
Part_DAL_AR_Barrel_Earworm,Dmg +15%,,
Part_DAL_AR_Barrel_Hail,Crit Dmg +150%,,
Part_DAL_AR_Barrel_Kaos,Dmg +15%,Acc +60%,
Part_DAL_AR_Barrel_ETech_Juju,"Fire Rate +1250%, Dmg +125%",Crit Dmg -50%,
Part_DAL_AR_Barrel_ETech_Juju_A,Reload Time -10%,,
Part_DAL_AR_Barrel_Digby,Dmg +20%,,
Part_DAL_AR_Body,DO NOT REMOVE,,
Part_DAL_AR_Body_A,Recoil Width -25%,,
Part_DAL_AR_Body_B,Reload Time -10%,,
Part_DAL_AR_Body_C,Acc -15%,,
Part_DAL_AR_Bolt_01,Fire Rate +10%,,
Part_DAL_AR_Bolt_02,Acc -15%,,
Part_DAL_AR_Foregrip_01,"Recoil Height -30%, Reload Time -5%",,
Part_DAL_AR_Foregrip_02,"Weapon Sway -30%, Acc Bloom -30%",,
Part_DAL_AR_Foregrip_03,"Recoil Height -30%, Acc -10%",,
Part_DAL_AR_Foregrip_04,"Weapon Sway -30%, Acc Bloom -30%",,
Part_DAL_AR_Foregrip_05,"Recoil Width -15%, Dmg +5%",,
Part_DAL_AR_Grip_01,"Recoil Width -30%, Fire Rate +5%",,
Part_DAL_AR_Grip_02,"Weapon Sway -30%, Recoil Height -15%",,
Part_DAL_AR_Grip_03,"Reload Time -5%, Crit Dmg +10%",,
Part_DAL_AR_Grip_04,"Acc Bloom -20%, Dmg +5%",,
Part_DAL_AR_Grip_05,"Weapon Sway -30%, Mag Size +10%","Dmg -5%, Acc +10%",
Part_DAL_AR_Grip_06,"Recoil Height -15%, Acc -20%",,
Part_DAL_AR_Magazine_01,"24 Round, Dmg +10%",,
Part_DAL_AR_Magazine_02,32 Round,,
Part_DAL_AR_Magazine_03,45 Round,Dmg -10%,
Part_DAL_AR_Magazine_Warlord,45 Round,,
Part_DAL_AR_Material_01_Common,Skin,,
Part_DAL_AR_Material_02_Uncommon,Skin,,
Part_DAL_AR_Material_03_Rare,Skin,,
Part_DAL_AR_Material_04_VeryRare,Skin,,
Part_DAL_AR_Material_BOTD,Skin,,
Part_DAL_AR_Material_Barrage,Skin,,
Part_DAL_AR_Material_DigiClone,Skin,,
Part_DAL_AR_Material_Earworm,Skin,,
Part_DAL_AR_Material_Gaige,Skin,,
Part_DAL_AR_Material_Hail,Skin,,
Part_DAL_AR_Material_Kaos,Skin,,
Part_DAL_AR_Material_StarHelix,Skin,,
Part_DAL_AR_Material_Warlord,Skin,,
Part_DAL_AR_Material_Juju,Skin,,
Part_DAL_AR_Material_Digby,Skin,,
Part_DAL_AR_Rail_04,Iron Sights,,
Part_DAL_AR_Scope_01,"2.2x,5x",,
Part_DAL_AR_Scope_02,2.9x.4x,,
Part_DAL_AR_Scope_03,"1.5x,6.0x",,
Part_AR_JAK_Barrel_01_A,Dmg +10%,,
Part_AR_JAK_Barrel_01_B,Dmg +10%,,
Part_AR_JAK_Barrel_01_C,Acc -15%,,
Part_AR_JAK_Barrel_02_A,Fire Rate +10,,
Part_AR_JAK_Barrel_02_B,"Acc Bloom -25%, Melee Dmg +60%",,
Part_AR_JAK_Barrel_02_C,Fire Rate +10,,
Part_AR_JAK_Barrel_03_A,Acc -15%,,
Part_AR_JAK_Barrel_03_B,"Crit Dmg +10%, Melee Dmg +60%",,
Part_AR_JAK_Barrel_03_C,Acc -15%,,
Part_AR_JAK_Barrel_GatlingGun,"Recoil Height -25%, Mag Size +25, Acc Bloom -15%, Recoild Width -25%",Acc +150%,
Part_AR_JAK_Barrel_HandOfGlory,"Mag Size +4, Dmg -10%",,
Part_AR_JAK_Barrel_LeadSprinkler,"Recoil Height -25%, Heat per Shot -90%, Acc Bloom -15%","Crit Cmg -25%, Acc +50%, Dmg -25%",
Part_AR_JAK_Barrel_PasRifle,Mag Size +6,,
Part_AR_JAK_Barrel_RowansCall,Recoil Height -30%,Acc +25%,
Part_AR_JAK_Barrel_TraitorsDeath,Acc Bloom -75%,,
Part_AR_JAK_Body,DO NOT REMOVE,,
Part_AR_JAK_Bolt_01,Crit Dmg +10%,,
Part_AR_JAK_Bolt_02,Fire Rate +10,,
Part_AR_JAK_Bolt_03,Reload Time -10%,,
Part_AR_JAK_Foregrip_01,"Weapon Sway -30%, Recoil Height -30%",,
Part_AR_JAK_Foregrip_02,"Acc -10%, Crit Dmg +10%",,
Part_AR_JAK_Foregrip_03,"Weapon Sway -30%, Acc Bloom -30%",,
Part_AR_JAK_Foregrip_04,"Recoil Height -30%, Dmg +5%",,
Part_AR_JAK_Mag_01,"8 Round, Dmg +20%",,
Part_AR_JAK_Mag_02,"10 Round, Dmg +10%",,
Part_AR_JAK_Mag_03,20 Round,Dmg -10%,
Part_AR_JAK_Mag_04,14 Round,,
Part_AR_JAK_Scope_01,1.7x,,
Part_AR_JAK_StockMod_01,Crit Dmg +10%,,
Part_AR_JAK_StockMod_02,Reload Time -10%,,
Part_AR_JAK_StockMod_03,Acc -15%,,
Part_AR_JAK_StockMod_04,Mag Size +4,"Acc +10%, Dmg -5%",
Part_AR_JAK_StockMod_05,Weapon Sway -20%,,
Part_AR_JAK_Stock_01,"Weapon Sway -30%, Acc -20%",,
Part_AR_JAK_Stock_02,"Reload Time -5%, Fire Rate +5%",,
Part_AR_JAK_Stock_03,"Acc Bloom -20%, Dmg +5%",,
Part_AR_JAK_Stock_04,"Weapon Sway -30%, Reload Time -5%",,
Part_AR_JAK_Stock_05,"Recoil Width -30%, Recoil Height -15%",,
Part_AR_JAK_Trigger_01,Fire Rate +10%,,
Part_AR_JAK_Trigger_02,Dmg +10%,,
Part_AR_JAK_Trigger_03,Acc -15%,,
Part_AR_JAK_Trigger_04,Proj per Shot +3,"Acc Bloom +25%, Fire Rate -30%, Dmg -58%, Acc +120%, Recoil Hight +55%",
Part_AR_TOR_Barrel_01_A,Proj Speed +30%,,
Part_AR_TOR_Barrel_01_B,Splash Dmg Radius +20%,,
Part_AR_TOR_Barrel_01_C,Proj Speed +30%,,
Part_AR_TOR_Barrel_02_A,Dmg +10%,,
Part_AR_TOR_Barrel_02_B,Fire Rate +10%,,
Part_AR_TOR_Barrel_02_C,Dmg +10%,,
Part_AR_TOR_Barrel_03_A,Acc Bloom -25%,,
Part_AR_TOR_Barrel_03_B,Fire Rate +10%,,
Part_AR_TOR_Barrel_03_C,Fire Rate +10%,,
Part_AR_TOR_Barrel_Alchemist,Dmg -20%,,
Part_AR_TOR_Barrel_Bearcat,Reload Time -25%,Acc +200%,
Part_AR_TOR_Barrel_ETech,Mag Size +25%,,
Part_AR_TOR_Barrel_ETech_A,Ele Dmg +10%,,
Part_AR_TOR_Barrel_TryBolt,Dmg +60%,,
Part_AR_TOR_Barrel_Warden,Acc +800%,,
Part_AR_TOR_Barrel_Juliet,"Recoil Width -50%, Recoil Height -50%, Splash Dmg Radius +50, Dmg +30%",,
Part_AR_TOR_Barrel_Varlope,"Splash Dmg Radius +30%, Dmg +10%, Mag Size +4",,
Part_AR_TOR_Body,DO NOT REMOVE,,
Part_AR_TOR_Body_A,Reload Time -10%,,
Part_AR_TOR_Body_B,Dmg +10%,,
Part_AR_TOR_Body_C,Splash Dmg Radius +20%,,
Part_AR_TOR_Exhaust_01,Dmg +10%,,
Part_AR_TOR_Exhaust_02,Proj Speed +30%,,
Part_AR_TOR_Exhaust_03,Splash Dmg Radius +20%,,
Part_AR_TOR_ForeGrip_01,"Acc Bloom -30%, Fire Rate +5%",,
Part_AR_TOR_ForeGrip_02,"Proj Speed +15%, Acc -10%",,
Part_AR_TOR_ForeGrip_03,"Splash Dmg Radius +20%, Recoil Width -15%",,
Part_AR_TOR_ForeGrip_04,"Weapon Sway -30%, Recoil Height -30%",,
Part_AR_TOR_ForeGrip_05,"Acc -10%, Dmg +5%",,
Part_AR_TOR_Grip_01,"Proj Speed +15%, Acc -20%",,
Part_AR_TOR_Grip_02,"Splash Dmg Radius +20%, Weapon Sway -30%",,
Part_AR_TOR_Grip_03,"Reload Time -5%, Mag Size +10%","Dmg -5%, Acc +10%",
Part_AR_TOR_Grip_04,"Acc Bloom -20%, Dmg +5%",,
Part_AR_TOR_Grip_05,Recoil Width -30%,"Acc Bloom +25%, Acc +10%, Dmg -30%",
Part_AR_TOR_Magazine_01,22 Round,,
Part_AR_TOR_Magazine_02,"16 Round, Dmg +10%",,
Part_AR_TOR_Magazine_03,28 Round,Dmg -10%,
Part_AR_TOR_Magazine_03_AmberManagement,28 Round,Dmg -10%,
Part_AR_TOR_Magazine_BearCat,48 Round,Dmg -10%,
Part_AR_TOR_Material_01_Common,Skin,,
Part_AR_TOR_Material_02_UnCommon,Skin,,
Part_AR_TOR_Material_03_Rare,Skin,,
Part_AR_TOR_Material_04_VeryRare,Skin,,
Part_AR_TOR_Material_Alchemist,Skin,,
Part_AR_TOR_Material_AmberManagement,Skin,,
Part_AR_TOR_Material_Bearcat,Skin,,
Part_AR_TOR_Material_LaserSploder,Skin,,
Part_AR_TOR_Material_TryBolt,Skin,,
Part_AR_TOR_Material_Juliet,Skin,,
Part_AR_TOR_Material_Varlope,Skin,,
Part_AR_TOR_Scope_03,3.3x,,
Part_AR_VLA_Barrel_01_A,Dmg +10%,,
Part_AR_VLA_Barrel_01_A_FS,Dmg +10%,,
Part_AR_VLA_Barrel_01_B,Acc -15%,,
Part_AR_VLA_Barrel_01_FrontSight,Dmg +10%,,
Part_AR_VLA_Barrel_01_FrontSight2,Fire Rate +10%,,
Part_AR_VLA_Barrel_02,Acc -15%,,
Part_AR_VLA_Barrel_02_B,Fire Rate +10%,,
Part_AR_VLA_Barrel_02_C,Acc -15%,,
Part_AR_VLA_Barrel_03_A,Fire Rate +10%,,
Part_AR_VLA_Barrel_03_B,"Acc Bloom -25%, Melee +60%",,
Part_AR_VLA_Barrel_03_C,Dmg +10%,,
Part_AR_VLA_Barrel_04_A,Acc Bloom -25%,,
Part_AR_VLA_Barrel_04_B,Fire Rate +10%,,
Part_AR_VLA_Barrel_04_C,Fire Rate +10%,,
Part_AR_VLA_Body,DO NOT REMOVE,,
Part_AR_VLA_Body_A,Fire Rate +10%,,
Part_AR_VLA_Body_C,Dmg +10%,,
Part_AR_VLA_Body_D,Acc Bloom -25%,,
Part_AR_VLA_BoomSickle,Splash Dmg Radius +150,,
Part_AR_VLA_Foregrip_01,"Recoil Width -15%, Acc Bloom -30%",,
Part_AR_VLA_Foregrip_02,"Acc -10%, Fire Rate +5%",,
Part_AR_VLA_Foregrip_03,"Recoil Height -30%, Dmg +5%",,
Part_AR_VLA_Grip_01,"Recoil Width -30%, Dmg +5%",,
Part_AR_VLA_Grip_02,"Recoil Height -15%, Acc Bloom -20%",,
Part_AR_VLA_Grip_03,"Acc -12%, Mag Size +10%",Dmg -5%,
Part_AR_VLA_Grip_03_A,Acc -20%,,
Part_AR_VLA_Grip_03_B,Fire Rate +5%,,
Part_AR_VLA_Grip_04,"Reload Time -5%, +1 Proj","Acc Bloom +35%, Acc +10%, Dmg -30%",
Part_AR_VLA_Grip_05,"Weapon Sway -30%, Fire Rate +5%",,
Part_AR_VLA_Grip_06,"Reload Time -5%, Mag Size +10%",,
Part_AR_VLA_Magazine_01,"40 Round, Dmg +10%",,
Part_AR_VLA_Magazine_02,60 Round,Dmg -10%,
Part_AR_VLA_Magazine_03,60 Round,Dmg -10%,
Part_AR_VLA_Magazine_Shredifier,100 Round,,
Part_AR_VLA_Magazine_Sickle,12 Round,,
Part_AR_VLA_Material_01_Common,Skin,,
Part_AR_VLA_Material_02_UnCommon,Skin,,
Part_AR_VLA_Material_03_Rare,Skin,,
Part_AR_VLA_Material_04_Epic,Skin,,
Part_AR_VLA_Material_BigSucc,Skin,,
Part_AR_VLA_Material_Damn,Skin,,
Part_AR_VLA_Material_Dictator,Skin,,
Part_AR_VLA_Material_Faisor,Skin,,
Part_AR_VLA_Material_Lorelei,Skin,,
Part_AR_VLA_Material_LuciansCall,Skin,,
Part_AR_VLA_Material_Ogre,Skin,,
Part_AR_VLA_Material_Shredifier,Skin,,
Part_AR_VLA_Material_Sickel,Skin,,
Part_AR_VLA_Rail_01,Acc -10%,,
Part_AR_VLA_Rail_02,Reload Time -5%,,
Part_AR_VLA_Rail_03,Iron Sights,,
Part_AR_VLA_UnderbarrelShield,"Shield, Reflect",,
Part_AR_VLA_Underbarrel_01,Bipod,,
Part_AR_VLA_Underbarrel_02,"Grenade Launcher, 2-shot",,
Part_AR_VLA_Underbarrel_02_A,Twice Grenade Launcher Mag Size,,
Part_AR_VLA_Underbarrel_03,"Shotgun, 4- Shot Mag",,
Part_AR_VLA_Underbarrel_03_A,Increase Shotgun Mag Size by 50%,,
Part_AR_VLA_Underbarrel_04,Fire Rate +15%,,
Part_AR_VLA_Underbarrel_04_A,Fire Rate +5%,,
Part_AR_VLA_Underbarrel_04_B,Accuracy -15%,,
Part_AR_VLA_Underbarrel_Dictator,Bipod,,
Part_AR_VLA_Underbarrel_DoubleShredifier,"2 barrels, Fire Rate +15%",,
Part_AR_VLA_Underbarrel_Faisor,"Shotgun, 4- Shot Mag",,
Part_AR_VLA_Underbarrel_Sickle,Dmg +50%,"Acc Bloom +300%, Acc +700%",
Part_SM_DAL_Barrel_01_A,Fire Rate +10%,,
Part_SM_DAL_Barrel_01_B,"Acc Bloom -25%, Melee Dmg +40%",,
Part_SM_DAL_Barrel_01_C,Fire Rate +10%,,
Part_SM_DAL_Barrel_02_A,Acc Bloom -25%,,
Part_SM_DAL_Barrel_02_B,Fire Rate +10%,,
Part_SM_DAL_Barrel_02_C,"Acc -5%, Fire Rate +5%, Recoil Height -25%, Dmg +5%",,
Part_SM_DAL_Barrel_03_A,Acc -15%,,
Part_SM_DAL_Barrel_03_B,Acc -15%,,
Part_SM_DAL_Barrel_03_C,Dmg +10%,,
Part_SM_DAL_Barrel_Demoskag,Night Hawk,,
Part_SM_DAL_Barrel_ETech,Mag Size +20%,,
Part_SM_DAL_Barrel_ETech_A,"Proj Speed +30%, Reload Time -10%",,
Part_SM_DAL_Barrel_HellFire,"Splash Dmg Radius +60, Ele Chance +200%, Ele Dmg +150%",Dmg -35%,
Part_SM_DAL_Barrel_NineVolt,"Recoil Height -75%, Re coild Width -75%, Ele Chance +150%","Acc +70%, Dmg -37.5%",
Part_SM_DAL_Barrel_RockNRoll,"Weapon Sway -75%, Dmg +75%, Recoil Width -50%, Crit Dmg +200%, Mag Size +10, Reload Time -50%, Recoil Height -50%",,
Part_SM_DAL_Barrel_SleepingGiant,Dmg +10%,,
Part_SM_DAL_Body,DO NOT REMOVE,,
Part_SM_DAL_Body_A,Acc Bloom -25%,,
Part_SM_DAL_Body_B,Reload Time -10%,,
Part_SM_DAL_Body_C,Acc -15%,,
Part_SM_DAL_Bolt_01,Dmg +5%,,
Part_SM_DAL_Bolt_02,Fire Rate +5%,,
Part_SM_DAL_Foregrip_01,"Weapon Sway -30%, Fire Rate +5%",,
Part_SM_DAL_Foregrip_02,"Weapon Sway -30%, Crit Dmg +10%",,
Part_SM_DAL_Foregrip_03,"Recoil Height -30%, Acc -10%",,
Part_SM_DAL_Foregrip_04,"Recoil Height -30%, Dmg +5%",,
Part_SM_DAL_Foregrip_05,"Reload Time -5%, Acc Bloom -30%",,
Part_SM_DAL_Grip_01,Proj per Shot +1,"Acc Bloom +20%, Acc +10%, Dmg -20%",
Part_SM_DAL_Grip_02,Fire Rate +5%,,
Part_SM_DAL_Grip_03,Mag Size +10%,"Acc +10%, Dmg -5%",
Part_SM_DAL_Mag_01,"18 Round, Dmg +10%",,
Part_SM_DAL_Mag_02,25 Round,,
Part_SM_DAL_Mag_03,32 Round,Dmg -10%,
Part_SM_DAL_Mag_NineVolt,9 Round,,
Part_SM_DAL_Material_01_Common,Skin,,
Part_SM_DAL_Material_02_UnCommon,Skin,,
Part_SM_DAL_Material_03_Rare,Skin,,
Part_SM_DAL_Material_04_Epic,Skin,,
Part_SM_DAL_Material_Demoskag,Skin,,
Part_SM_DAL_Material_HellFire,Skin,,
Part_SM_DAL_Material_NineVolt,Skin,,
Part_SM_DAL_Material_Ripper,Skin,,
Part_SM_DAL_Material_SleepingGiant,Skin,,
Part_SM_DAL_Material_Vanquisher,Skin,,
Part_SM_DAL_Material_CraderMP5,Skin,,
Part_SM_DAL_Rail_04,iron Sights,,
Part_SM_DAL_Stock_01,"Recoil Width -30%, Acc Bloom -20%",,
Part_SM_DAL_Stock_02,"Weapon Sway -30%, Fire Rate +5%",,
Part_SM_DAL_Stock_03,"Acc -20%, Crit Dmg +10%",,
Part_SM_HYP_Barrel_01_A,Dmg +10%,,
Part_SM_HYP_Barrel_01_B,Acc -15%,,
Part_SM_HYP_Barrel_01_C,Dmg +10%,,
Part_SM_HYP_Barrel_02_A,Acc -15%,,
Part_SM_HYP_Barrel_02_B,Crit Dmg +10%,,
Part_SM_HYP_Barrel_02_C,Acc -15%,,
Part_SM_HYP_Barrel_03_A,"Fire Rate +10%, Melee Dmg +60%",,
Part_SM_HYP_Barrel_03_B,Fire Rate +10%,,
Part_SM_HYP_Barrel_03_C,Acc -15%,,
Part_SM_HYP_Barrel_Bitch,"Crit Dmg +50%, Mag Size +5, Melee Dmg +60%","Dmg -35%, Acc Bloom +150%, ",
Part_SM_HYP_Barrel_Crossroad,Proj per Shot +4,"Acc Bloom +15%, Acc +70%, Dmg -20%",
Part_SM_HYP_Barrel_ETech,Mag Size +25%,,
Part_SM_HYP_Barrel_ETech_A,"Weapon Shield Cap +25%, Proj Speed +30%",,
Part_SM_HYP_Barrel_Fork,Dmg -20%,,
Part_SM_HYP_Barrel_Handsome,Reload Time -50%,Acc +100%,
Part_SM_HYP_Barrel_L0V3M4CH1N3,"Recoil Height -75%, Dmg +25%, Mag Size +25%",,
Part_SM_HYP_Barrel_JustCaustic,"Mag Size +12, Elemental Dmg +100%, Elemental Chance +100%",Acc +100%,
Part_SM_HYP_Body,DO NOT REMOVE,,
Part_SM_HYP_Body_A,Dmg +10%,,
Part_SM_HYP_Body_B,Weapon Shield Cap +25%,,
Part_SM_HYP_Body_C,Crit Dmg +10%,,
Part_SM_HYP_Grip_01,"Reload Time -5%, Fire Rate +5%",,
Part_SM_HYP_Grip_02,"Recoil Height -30%, Acc -10%",,
Part_SM_HYP_Grip_03,"Crit Dmg +10%, Dmg +5%",,
Part_SM_HYP_Mag_01,"25 Round, Dmg +10%",,
Part_SM_HYP_Mag_02,"45 Round, Dmg -10%",,
Part_SM_HYP_Mag_03,35 Round,,
Part_SM_HYP_Material_01_Common,Skin,,
Part_SM_HYP_Material_02_UnCommon,Skin,,
Part_SM_HYP_Material_03_Rare,Skin,,
Part_SM_HYP_Material_04_VeryRare,Skin,,
Part_SM_HYP_Material_Bitch,Skin,,
Part_SM_HYP_Material_Crossroad,Skin,,
Part_SM_HYP_Material_Fork,Skin,,
Part_SM_HYP_Material_Handsome,Skin,,
Part_SM_HYP_Material_L0V3M4CH1N3,Skin,,
Part_SM_HYP_Material_Lilith,Skin,,
Part_SM_HYP_Material_PredatoryLending,Skin,,
